ID,P11,P12
578,V_11-578,V_12-578
579,V_11-579,V_12-579
580,V_11-580,V_12-580
581,V_11-581,V_12-581
582,V_11-582,V_12-582
583,V_11-583,V_12-583
584,V_11-584,V_12-584
585,V_11-585,V_12-585
586,V_11-586,V_12-586
587,V_11-587,V_12-587
588,V_11-588,V_12-588
589,V_11-589,V_12-589
590,V_11-590,V_12-590
591,V_11-591,V_12-591
592,V_11-592,V_12-592
593,V_11-593,V_12-593
594,V_11-594,V_12-594
595,V_11-595,V_12-595
596,V_11-596,V_12-596
597,V_11-597,V_12-597
598,V_11-598,V_12-598
599,V_11-599,V_12-599
600,V_11-600,V_12-600
601,V_11-601,V_12-601
602,V_11-602,V_12-602
603,V_11-603,V_12-603
604,V_11-604,V_12-604
605,V_11-605,V_12-605
606,V_11-606,V_12-606
607,V_11-607,V_12-607
608,V_11-608,V_12-608
609,V_11-609,V_12-609
610,V_11-610,V_12-610
611,V_11-611,V_12-611
612,V_11-612,V_12-612
613,V_11-613,V_12-613
614,V_11-614,V_12-614
615,V_11-615,V_12-615
616,V_11-616,V_12-616
617,V_11-617,V_12-617
618,V_11-618,V_12-618
619,V_11-619,V_12-619
620,V_11-620,V_12-620
621,V_11-621,V_12-621
622,V_11-622,V_12-622
623,V_11-623,V_12-623
624,V_11-624,V_12-624
625,V_11-625,V_12-625
626,V_11-626,V_12-626
627,V_11-627,V_12-627
628,V_11-628,V_12-628
629,V_11-629,V_12-629
630,V_11-630,V_12-630
631,V_11-631,V_12-631
632,V_11-632,V_12-632
633,V_11-633,V_12-633
634,V_11-634,V_12-634
635,V_11-635,V_12-635
636,V_11-636,V_12-636
637,V_11-637,V_12-637
638,V_11-638,V_12-638
639,V_11-639,V_12-639
640,V_11-640,V_12-640
641,V_11-641,V_12-641
642,V_11-642,V_12-642
643,V_11-643,V_12-643
644,V_11-644,V_12-644
645,V_11-645,V_12-645
646,V_11-646,V_12-646
647,V_11-647,V_12-647
648,V_11-648,V_12-648
649,V_11-649,V_12-649
650,V_11-650,V_12-650
651,V_11-651,V_12-651
652,V_11-652,V_12-652
653,V_11-653,V_12-653
654,V_11-654,V_12-654
655,V_11-655,V_12-655
656,V_11-656,V_12-656
657,V_11-657,V_12-657
658,V_11-658,V_12-658
659,V_11-659,V_12-659
660,V_11-660,V_12-660
661,V_11-661,V_12-661
662,V_11-662,V_12-662
663,V_11-663,V_12-663
664,V_11-664,V_12-664
665,V_11-665,V_12-665
666,V_11-666,V_12-666
667,V_11-667,V_12-667
668,V_11-668,V_12-668
669,V_11-669,V_12-669
670,V_11-670,V_12-670
671,V_11-671,V_12-671
672,V_11-672,V_12-672
673,V_11-673,V_12-673
674,V_11-674,V_12-674
675,V_11-675,V_12-675
676,V_11-676,V_12-676
677,V_11-677,V_12-677
678,V_11-678,V_12-678
679,V_11-679,V_12-679
680,V_11-680,V_12-680
681,V_11-681,V_12-681
682,V_11-682,V_12-682
683,V_11-683,V_12-683
684,V_11-684,V_12-684
685,V_11-685,V_12-685
686,V_11-686,V_12-686
687,V_11-687,V_12-687
688,V_11-688,V_12-688
689,V_11-689,V_12-689
690,V_11-690,V_12-690
691,V_11-691,V_12-691
692,V_11-692,V_12-692
693,V_11-693,V_12-693
694,V_11-694,V_12-694
695,V_11-695,V_12-695
696,V_11-696,V_12-696
697,V_11-697,V_12-697
698,V_11-698,V_12-698
699,V_11-699,V_12-699
700,V_11-700,V_12-700
701,V_11-701,V_12-701
702,V_11-702,V_12-702
703,V_11-703,V_12-703
704,V_11-704,V_12-704
705,V_11-705,V_12-705
706,V_11-706,V_12-706
707,V_11-707,V_12-707
708,V_11-708,V_12-708
709,V_11-709,V_12-709
710,V_11-710,V_12-710
711,V_11-711,V_12-711
712,V_11-712,V_12-712
713,V_11-713,V_12-713
714,V_11-714,V_12-714
715,V_11-715,V_12-715
716,V_11-716,V_12-716
717,V_11-717,V_12-717
718,V_11-718,V_12-718
719,V_11-719,V_12-719
720,V_11-720,V_12-720
721,V_11-721,V_12-721
722,V_11-722,V_12-722
723,V_11-723,V_12-723
724,V_11-724,V_12-724
725,V_11-725,V_12-725
726,V_11-726,V_12-726
727,V_11-727,V_12-727
728,V_11-728,V_12-728
729,V_11-729,V_12-729
730,V_11-730,V_12-730
731,V_11-731,V_12-731
732,V_11-732,V_12-732
733,V_11-733,V_12-733
734,V_11-734,V_12-734
735,V_11-735,V_12-735
736,V_11-736,V_12-736
737,V_11-737,V_12-737
738,V_11-738,V_12-738
739,V_11-739,V_12-739
740,V_11-740,V_12-740
741,V_11-741,V_12-741
742,V_11-742,V_12-742
743,V_11-743,V_12-743
744,V_11-744,V_12-744
745,V_11-745,V_12-745
746,V_11-746,V_12-746
747,V_11-747,V_12-747
748,V_11-748,V_12-748
749,V_11-749,V_12-749
750,V_11-750,V_12-750
751,V_11-751,V_12-751
752,V_11-752,V_12-752
753,V_11-753,V_12-753
754,V_11-754,V_12-754
755,V_11-755,V_12-755
756,V_11-756,V_12-756
757,V_11-757,V_12-757
758,V_11-758,V_12-758
759,V_11-759,V_12-759
760,V_11-760,V_12-760
761,V_11-761,V_12-761
762,V_11-762,V_12-762
763,V_11-763,V_12-763
764,V_11-764,V_12-764
765,V_11-765,V_12-765
766,V_11-766,V_12-766
767,V_11-767,V_12-767
768,V_11-768,V_12-768
769,V_11-769,V_12-769
770,V_11-770,V_12-770
771,V_11-771,V_12-771
772,V_11-772,V_12-772
773,V_11-773,V_12-773
774,V_11-774,V_12-774
775,V_11-775,V_12-775
776,V_11-776,V_12-776
777,V_11-777,V_12-777
778,V_11-778,V_12-778
779,V_11-779,V_12-779
780,V_11-780,V_12-780
781,V_11-781,V_12-781
782,V_11-782,V_12-782
783,V_11-783,V_12-783
784,V_11-784,V_12-784
785,V_11-785,V_12-785
786,V_11-786,V_12-786
787,V_11-787,V_12-787
788,V_11-788,V_12-788
789,V_11-789,V_12-789
790,V_11-790,V_12-790
791,V_11-791,V_12-791
792,V_11-792,V_12-792
793,V_11-793,V_12-793
794,V_11-794,V_12-794
795,V_11-795,V_12-795
796,V_11-796,V_12-796
797,V_11-797,V_12-797
798,V_11-798,V_12-798
799,V_11-799,V_12-799
800,V_11-800,V_12-800
801,V_11-801,V_12-801
802,V_11-802,V_12-802
803,V_11-803,V_12-803
804,V_11-804,V_12-804
805,V_11-805,V_12-805
806,V_11-806,V_12-806
807,V_11-807,V_12-807
808,V_11-808,V_12-808
809,V_11-809,V_12-809
810,V_11-810,V_12-810
811,V_11-811,V_12-811
812,V_11-812,V_12-812
813,V_11-813,V_12-813
814,V_11-814,V_12-814
815,V_11-815,V_12-815
816,V_11-816,V_12-816
817,V_11-817,V_12-817
818,V_11-818,V_12-818
819,V_11-819,V_12-819
820,V_11-820,V_12-820
821,V_11-821,V_12-821
822,V_11-822,V_12-822
823,V_11-823,V_12-823
824,V_11-824,V_12-824
825,V_11-825,V_12-825
826,V_11-826,V_12-826
827,V_11-827,V_12-827
828,V_11-828,V_12-828
829,V_11-829,V_12-829
830,V_11-830,V_12-830
831,V_11-831,V_12-831
832,V_11-832,V_12-832
833,V_11-833,V_12-833
834,V_11-834,V_12-834
835,V_11-835,V_12-835
836,V_11-836,V_12-836
837,V_11-837,V_12-837
838,V_11-838,V_12-838
839,V_11-839,V_12-839
840,V_11-840,V_12-840
841,V_11-841,V_12-841
842,V_11-842,V_12-842
843,V_11-843,V_12-843
844,V_11-844,V_12-844
845,V_11-845,V_12-845
846,V_11-846,V_12-846
847,V_11-847,V_12-847
848,V_11-848,V_12-848
849,V_11-849,V_12-849
850,V_11-850,V_12-850
851,V_11-851,V_12-851
852,V_11-852,V_12-852
853,V_11-853,V_12-853
854,V_11-854,V_12-854
855,V_11-855,V_12-855
856,V_11-856,V_12-856
857,V_11-857,V_12-857
858,V_11-858,V_12-858
859,V_11-859,V_12-859
860,V_11-860,V_12-860
861,V_11-861,V_12-861
862,V_11-862,V_12-862
863,V_11-863,V_12-863
864,V_11-864,V_12-864
865,V_11-865,V_12-865
866,V_11-866,V_12-866
867,V_11-867,V_12-867
868,V_11-868,V_12-868
869,V_11-869,V_12-869
870,V_11-870,V_12-870
871,V_11-871,V_12-871
872,V_11-872,V_12-872
873,V_11-873,V_12-873
874,V_11-874,V_12-874
875,V_11-875,V_12-875
876,V_11-876,V_12-876
877,V_11-877,V_12-877
878,V_11-878,V_12-878
879,V_11-879,V_12-879
880,V_11-880,V_12-880
881,V_11-881,V_12-881
882,V_11-882,V_12-882
883,V_11-883,V_12-883
884,V_11-884,V_12-884
885,V_11-885,V_12-885
886,V_11-886,V_12-886
887,V_11-887,V_12-887
888,V_11-888,V_12-888
889,V_11-889,V_12-889
890,V_11-890,V_12-890
891,V_11-891,V_12-891
892,V_11-892,V_12-892
893,V_11-893,V_12-893
894,V_11-894,V_12-894
895,V_11-895,V_12-895
896,V_11-896,V_12-896
897,V_11-897,V_12-897
898,V_11-898,V_12-898
899,V_11-899,V_12-899
900,V_11-900,V_12-900
901,V_11-901,V_12-901
902,V_11-902,V_12-902
903,V_11-903,V_12-903
904,V_11-904,V_12-904
905,V_11-905,V_12-905
906,V_11-906,V_12-906
907,V_11-907,V_12-907
908,V_11-908,V_12-908
909,V_11-909,V_12-909
910,V_11-910,V_12-910
911,V_11-911,V_12-911
912,V_11-912,V_12-912
913,V_11-913,V_12-913
914,V_11-914,V_12-914
915,V_11-915,V_12-915
916,V_11-916,V_12-916
917,V_11-917,V_12-917
918,V_11-918,V_12-918
919,V_11-919,V_12-919
920,V_11-920,V_12-920
921,V_11-921,V_12-921
922,V_11-922,V_12-922
923,V_11-923,V_12-923
924,V_11-924,V_12-924
925,V_11-925,V_12-925
926,V_11-926,V_12-926
927,V_11-927,V_12-927
928,V_11-928,V_12-928
929,V_11-929,V_12-929
930,V_11-930,V_12-930
931,V_11-931,V_12-931
932,V_11-932,V_12-932
933,V_11-933,V_12-933
934,V_11-934,V_12-934
935,V_11-935,V_12-935
936,V_11-936,V_12-936
937,V_11-937,V_12-937
938,V_11-938,V_12-938
939,V_11-939,V_12-939
940,V_11-940,V_12-940
941,V_11-941,V_12-941
942,V_11-942,V_12-942
943,V_11-943,V_12-943
944,V_11-944,V_12-944
945,V_11-945,V_12-945
946,V_11-946,V_12-946
947,V_11-947,V_12-947
948,V_11-948,V_12-948
949,V_11-949,V_12-949
950,V_11-950,V_12-950
951,V_11-951,V_12-951
952,V_11-952,V_12-952
953,V_11-953,V_12-953
954,V_11-954,V_12-954
955,V_11-955,V_12-955
956,V_11-956,V_12-956
957,V_11-957,V_12-957
958,V_11-958,V_12-958
959,V_11-959,V_12-959
960,V_11-960,V_12-960
961,V_11-961,V_12-961
962,V_11-962,V_12-962
963,V_11-963,V_12-963
964,V_11-964,V_12-964
965,V_11-965,V_12-965
966,V_11-966,V_12-966
967,V_11-967,V_12-967
968,V_11-968,V_12-968
969,V_11-969,V_12-969
970,V_11-970,V_12-970
971,V_11-971,V_12-971
972,V_11-972,V_12-972
973,V_11-973,V_12-973
974,V_11-974,V_12-974
975,V_11-975,V_12-975
976,V_11-976,V_12-976
977,V_11-977,V_12-977
978,V_11-978,V_12-978
979,V_11-979,V_12-979
980,V_11-980,V_12-980
981,V_11-981,V_12-981
982,V_11-982,V_12-982
983,V_11-983,V_12-983
984,V_11-984,V_12-984
985,V_11-985,V_12-985
986,V_11-986,V_12-986
987,V_11-987,V_12-987
988,V_11-988,V_12-988
989,V_11-989,V_12-989
990,V_11-990,V_12-990
991,V_11-991,V_12-991
992,V_11-992,V_12-992
993,V_11-993,V_12-993
994,V_11-994,V_12-994
995,V_11-995,V_12-995
996,V_11-996,V_12-996
997,V_11-997,V_12-997
998,V_11-998,V_12-998
