ID,P28,P29
390,V_28-390,V_29-390
391,V_28-391,V_29-391
392,V_28-392,V_29-392
393,V_28-393,V_29-393
394,V_28-394,V_29-394
395,V_28-395,V_29-395
396,V_28-396,V_29-396
397,V_28-397,V_29-397
398,V_28-398,V_29-398
399,V_28-399,V_29-399
400,V_28-400,V_29-400
401,V_28-401,V_29-401
402,V_28-402,V_29-402
403,V_28-403,V_29-403
404,V_28-404,V_29-404
405,V_28-405,V_29-405
406,V_28-406,V_29-406
407,V_28-407,V_29-407
408,V_28-408,V_29-408
409,V_28-409,V_29-409
410,V_28-410,V_29-410
411,V_28-411,V_29-411
412,V_28-412,V_29-412
413,V_28-413,V_29-413
414,V_28-414,V_29-414
415,V_28-415,V_29-415
416,V_28-416,V_29-416
417,V_28-417,V_29-417
418,V_28-418,V_29-418
419,V_28-419,V_29-419
420,V_28-420,V_29-420
421,V_28-421,V_29-421
422,V_28-422,V_29-422
423,V_28-423,V_29-423
424,V_28-424,V_29-424
425,V_28-425,V_29-425
426,V_28-426,V_29-426
427,V_28-427,V_29-427
428,V_28-428,V_29-428
429,V_28-429,V_29-429
430,V_28-430,V_29-430
431,V_28-431,V_29-431
432,V_28-432,V_29-432
433,V_28-433,V_29-433
434,V_28-434,V_29-434
435,V_28-435,V_29-435
436,V_28-436,V_29-436
437,V_28-437,V_29-437
438,V_28-438,V_29-438
439,V_28-439,V_29-439
440,V_28-440,V_29-440
441,V_28-441,V_29-441
442,V_28-442,V_29-442
443,V_28-443,V_29-443
444,V_28-444,V_29-444
445,V_28-445,V_29-445
446,V_28-446,V_29-446
447,V_28-447,V_29-447
448,V_28-448,V_29-448
449,V_28-449,V_29-449
450,V_28-450,V_29-450
451,V_28-451,V_29-451
452,V_28-452,V_29-452
453,V_28-453,V_29-453
454,V_28-454,V_29-454
455,V_28-455,V_29-455
456,V_28-456,V_29-456
457,V_28-457,V_29-457
458,V_28-458,V_29-458
459,V_28-459,V_29-459
460,V_28-460,V_29-460
461,V_28-461,V_29-461
462,V_28-462,V_29-462
463,V_28-463,V_29-463
464,V_28-464,V_29-464
465,V_28-465,V_29-465
466,V_28-466,V_29-466
467,V_28-467,V_29-467
468,V_28-468,V_29-468
469,V_28-469,V_29-469
470,V_28-470,V_29-470
471,V_28-471,V_29-471
472,V_28-472,V_29-472
473,V_28-473,V_29-473
474,V_28-474,V_29-474
475,V_28-475,V_29-475
476,V_28-476,V_29-476
477,V_28-477,V_29-477
478,V_28-478,V_29-478
479,V_28-479,V_29-479
480,V_28-480,V_29-480
481,V_28-481,V_29-481
482,V_28-482,V_29-482
483,V_28-483,V_29-483
484,V_28-484,V_29-484
485,V_28-485,V_29-485
486,V_28-486,V_29-486
487,V_28-487,V_29-487
488,V_28-488,V_29-488
489,V_28-489,V_29-489
490,V_28-490,V_29-490
491,V_28-491,V_29-491
492,V_28-492,V_29-492
493,V_28-493,V_29-493
494,V_28-494,V_29-494
495,V_28-495,V_29-495
496,V_28-496,V_29-496
497,V_28-497,V_29-497
498,V_28-498,V_29-498
499,V_28-499,V_29-499
500,V_28-500,V_29-500
501,V_28-501,V_29-501
502,V_28-502,V_29-502
503,V_28-503,V_29-503
504,V_28-504,V_29-504
505,V_28-505,V_29-505
506,V_28-506,V_29-506
507,V_28-507,V_29-507
508,V_28-508,V_29-508
509,V_28-509,V_29-509
510,V_28-510,V_29-510
511,V_28-511,V_29-511
512,V_28-512,V_29-512
513,V_28-513,V_29-513
514,V_28-514,V_29-514
515,V_28-515,V_29-515
516,V_28-516,V_29-516
517,V_28-517,V_29-517
518,V_28-518,V_29-518
519,V_28-519,V_29-519
520,V_28-520,V_29-520
521,V_28-521,V_29-521
522,V_28-522,V_29-522
523,V_28-523,V_29-523
524,V_28-524,V_29-524
525,V_28-525,V_29-525
526,V_28-526,V_29-526
527,V_28-527,V_29-527
528,V_28-528,V_29-528
529,V_28-529,V_29-529
530,V_28-530,V_29-530
531,V_28-531,V_29-531
532,V_28-532,V_29-532
533,V_28-533,V_29-533
534,V_28-534,V_29-534
535,V_28-535,V_29-535
536,V_28-536,V_29-536
537,V_28-537,V_29-537
538,V_28-538,V_29-538
539,V_28-539,V_29-539
540,V_28-540,V_29-540
541,V_28-541,V_29-541
542,V_28-542,V_29-542
543,V_28-543,V_29-543
544,V_28-544,V_29-544
545,V_28-545,V_29-545
546,V_28-546,V_29-546
547,V_28-547,V_29-547
548,V_28-548,V_29-548
549,V_28-549,V_29-549
550,V_28-550,V_29-550
551,V_28-551,V_29-551
552,V_28-552,V_29-552
553,V_28-553,V_29-553
554,V_28-554,V_29-554
555,V_28-555,V_29-555
556,V_28-556,V_29-556
557,V_28-557,V_29-557
558,V_28-558,V_29-558
559,V_28-559,V_29-559
560,V_28-560,V_29-560
561,V_28-561,V_29-561
562,V_28-562,V_29-562
563,V_28-563,V_29-563
564,V_28-564,V_29-564
565,V_28-565,V_29-565
566,V_28-566,V_29-566
567,V_28-567,V_29-567
568,V_28-568,V_29-568
569,V_28-569,V_29-569
570,V_28-570,V_29-570
571,V_28-571,V_29-571
572,V_28-572,V_29-572
573,V_28-573,V_29-573
574,V_28-574,V_29-574
575,V_28-575,V_29-575
576,V_28-576,V_29-576
577,V_28-577,V_29-577
578,V_28-578,V_29-578
579,V_28-579,V_29-579
580,V_28-580,V_29-580
581,V_28-581,V_29-581
582,V_28-582,V_29-582
583,V_28-583,V_29-583
584,V_28-584,V_29-584
585,V_28-585,V_29-585
586,V_28-586,V_29-586
587,V_28-587,V_29-587
588,V_28-588,V_29-588
589,V_28-589,V_29-589
590,V_28-590,V_29-590
591,V_28-591,V_29-591
592,V_28-592,V_29-592
593,V_28-593,V_29-593
594,V_28-594,V_29-594
595,V_28-595,V_29-595
596,V_28-596,V_29-596
597,V_28-597,V_29-597
598,V_28-598,V_29-598
599,V_28-599,V_29-599
600,V_28-600,V_29-600
601,V_28-601,V_29-601
602,V_28-602,V_29-602
603,V_28-603,V_29-603
604,V_28-604,V_29-604
605,V_28-605,V_29-605
606,V_28-606,V_29-606
607,V_28-607,V_29-607
608,V_28-608,V_29-608
609,V_28-609,V_29-609
610,V_28-610,V_29-610
611,V_28-611,V_29-611
612,V_28-612,V_29-612
613,V_28-613,V_29-613
614,V_28-614,V_29-614
615,V_28-615,V_29-615
616,V_28-616,V_29-616
617,V_28-617,V_29-617
618,V_28-618,V_29-618
619,V_28-619,V_29-619
620,V_28-620,V_29-620
621,V_28-621,V_29-621
622,V_28-622,V_29-622
623,V_28-623,V_29-623
624,V_28-624,V_29-624
625,V_28-625,V_29-625
626,V_28-626,V_29-626
627,V_28-627,V_29-627
628,V_28-628,V_29-628
629,V_28-629,V_29-629
630,V_28-630,V_29-630
631,V_28-631,V_29-631
632,V_28-632,V_29-632
633,V_28-633,V_29-633
634,V_28-634,V_29-634
635,V_28-635,V_29-635
636,V_28-636,V_29-636
637,V_28-637,V_29-637
638,V_28-638,V_29-638
639,V_28-639,V_29-639
640,V_28-640,V_29-640
641,V_28-641,V_29-641
642,V_28-642,V_29-642
643,V_28-643,V_29-643
644,V_28-644,V_29-644
645,V_28-645,V_29-645
646,V_28-646,V_29-646
647,V_28-647,V_29-647
648,V_28-648,V_29-648
649,V_28-649,V_29-649
650,V_28-650,V_29-650
651,V_28-651,V_29-651
652,V_28-652,V_29-652
653,V_28-653,V_29-653
654,V_28-654,V_29-654
655,V_28-655,V_29-655
656,V_28-656,V_29-656
657,V_28-657,V_29-657
658,V_28-658,V_29-658
659,V_28-659,V_29-659
660,V_28-660,V_29-660
661,V_28-661,V_29-661
662,V_28-662,V_29-662
663,V_28-663,V_29-663
664,V_28-664,V_29-664
665,V_28-665,V_29-665
666,V_28-666,V_29-666
667,V_28-667,V_29-667
668,V_28-668,V_29-668
669,V_28-669,V_29-669
670,V_28-670,V_29-670
671,V_28-671,V_29-671
672,V_28-672,V_29-672
673,V_28-673,V_29-673
674,V_28-674,V_29-674
675,V_28-675,V_29-675
676,V_28-676,V_29-676
677,V_28-677,V_29-677
678,V_28-678,V_29-678
679,V_28-679,V_29-679
680,V_28-680,V_29-680
681,V_28-681,V_29-681
682,V_28-682,V_29-682
683,V_28-683,V_29-683
684,V_28-684,V_29-684
685,V_28-685,V_29-685
686,V_28-686,V_29-686
687,V_28-687,V_29-687
688,V_28-688,V_29-688
689,V_28-689,V_29-689
690,V_28-690,V_29-690
691,V_28-691,V_29-691
692,V_28-692,V_29-692
693,V_28-693,V_29-693
694,V_28-694,V_29-694
695,V_28-695,V_29-695
696,V_28-696,V_29-696
697,V_28-697,V_29-697
698,V_28-698,V_29-698
699,V_28-699,V_29-699
700,V_28-700,V_29-700
701,V_28-701,V_29-701
702,V_28-702,V_29-702
703,V_28-703,V_29-703
704,V_28-704,V_29-704
705,V_28-705,V_29-705
706,V_28-706,V_29-706
707,V_28-707,V_29-707
708,V_28-708,V_29-708
709,V_28-709,V_29-709
710,V_28-710,V_29-710
711,V_28-711,V_29-711
712,V_28-712,V_29-712
713,V_28-713,V_29-713
714,V_28-714,V_29-714
715,V_28-715,V_29-715
716,V_28-716,V_29-716
717,V_28-717,V_29-717
718,V_28-718,V_29-718
719,V_28-719,V_29-719
720,V_28-720,V_29-720
721,V_28-721,V_29-721
722,V_28-722,V_29-722
723,V_28-723,V_29-723
724,V_28-724,V_29-724
725,V_28-725,V_29-725
726,V_28-726,V_29-726
727,V_28-727,V_29-727
728,V_28-728,V_29-728
729,V_28-729,V_29-729
730,V_28-730,V_29-730
731,V_28-731,V_29-731
732,V_28-732,V_29-732
733,V_28-733,V_29-733
734,V_28-734,V_29-734
735,V_28-735,V_29-735
736,V_28-736,V_29-736
737,V_28-737,V_29-737
738,V_28-738,V_29-738
739,V_28-739,V_29-739
740,V_28-740,V_29-740
741,V_28-741,V_29-741
742,V_28-742,V_29-742
743,V_28-743,V_29-743
744,V_28-744,V_29-744
745,V_28-745,V_29-745
746,V_28-746,V_29-746
747,V_28-747,V_29-747
748,V_28-748,V_29-748
749,V_28-749,V_29-749
750,V_28-750,V_29-750
751,V_28-751,V_29-751
752,V_28-752,V_29-752
753,V_28-753,V_29-753
754,V_28-754,V_29-754
755,V_28-755,V_29-755
756,V_28-756,V_29-756
757,V_28-757,V_29-757
758,V_28-758,V_29-758
759,V_28-759,V_29-759
760,V_28-760,V_29-760
761,V_28-761,V_29-761
762,V_28-762,V_29-762
763,V_28-763,V_29-763
764,V_28-764,V_29-764
765,V_28-765,V_29-765
766,V_28-766,V_29-766
767,V_28-767,V_29-767
768,V_28-768,V_29-768
769,V_28-769,V_29-769
770,V_28-770,V_29-770
771,V_28-771,V_29-771
772,V_28-772,V_29-772
773,V_28-773,V_29-773
774,V_28-774,V_29-774
775,V_28-775,V_29-775
776,V_28-776,V_29-776
777,V_28-777,V_29-777
778,V_28-778,V_29-778
779,V_28-779,V_29-779
780,V_28-780,V_29-780
781,V_28-781,V_29-781
782,V_28-782,V_29-782
783,V_28-783,V_29-783
784,V_28-784,V_29-784
785,V_28-785,V_29-785
786,V_28-786,V_29-786
787,V_28-787,V_29-787
788,V_28-788,V_29-788
789,V_28-789,V_29-789
790,V_28-790,V_29-790
791,V_28-791,V_29-791
792,V_28-792,V_29-792
793,V_28-793,V_29-793
794,V_28-794,V_29-794
795,V_28-795,V_29-795
796,V_28-796,V_29-796
797,V_28-797,V_29-797
798,V_28-798,V_29-798
799,V_28-799,V_29-799
800,V_28-800,V_29-800
801,V_28-801,V_29-801
802,V_28-802,V_29-802
803,V_28-803,V_29-803
804,V_28-804,V_29-804
805,V_28-805,V_29-805
806,V_28-806,V_29-806
807,V_28-807,V_29-807
808,V_28-808,V_29-808
809,V_28-809,V_29-809
810,V_28-810,V_29-810
811,V_28-811,V_29-811
812,V_28-812,V_29-812
813,V_28-813,V_29-813
814,V_28-814,V_29-814
815,V_28-815,V_29-815
816,V_28-816,V_29-816
817,V_28-817,V_29-817
818,V_28-818,V_29-818
819,V_28-819,V_29-819
820,V_28-820,V_29-820
821,V_28-821,V_29-821
822,V_28-822,V_29-822
823,V_28-823,V_29-823
824,V_28-824,V_29-824
825,V_28-825,V_29-825
826,V_28-826,V_29-826
827,V_28-827,V_29-827
828,V_28-828,V_29-828
829,V_28-829,V_29-829
830,V_28-830,V_29-830
831,V_28-831,V_29-831
832,V_28-832,V_29-832
833,V_28-833,V_29-833
834,V_28-834,V_29-834
835,V_28-835,V_29-835
836,V_28-836,V_29-836
837,V_28-837,V_29-837
838,V_28-838,V_29-838
839,V_28-839,V_29-839
840,V_28-840,V_29-840
841,V_28-841,V_29-841
842,V_28-842,V_29-842
843,V_28-843,V_29-843
844,V_28-844,V_29-844
845,V_28-845,V_29-845
846,V_28-846,V_29-846
847,V_28-847,V_29-847
848,V_28-848,V_29-848
849,V_28-849,V_29-849
850,V_28-850,V_29-850
851,V_28-851,V_29-851
852,V_28-852,V_29-852
853,V_28-853,V_29-853
854,V_28-854,V_29-854
855,V_28-855,V_29-855
856,V_28-856,V_29-856
857,V_28-857,V_29-857
858,V_28-858,V_29-858
859,V_28-859,V_29-859
860,V_28-860,V_29-860
861,V_28-861,V_29-861
862,V_28-862,V_29-862
863,V_28-863,V_29-863
864,V_28-864,V_29-864
865,V_28-865,V_29-865
866,V_28-866,V_29-866
867,V_28-867,V_29-867
868,V_28-868,V_29-868
869,V_28-869,V_29-869
870,V_28-870,V_29-870
871,V_28-871,V_29-871
872,V_28-872,V_29-872
873,V_28-873,V_29-873
874,V_28-874,V_29-874
875,V_28-875,V_29-875
876,V_28-876,V_29-876
877,V_28-877,V_29-877
878,V_28-878,V_29-878
879,V_28-879,V_29-879
880,V_28-880,V_29-880
881,V_28-881,V_29-881
882,V_28-882,V_29-882
883,V_28-883,V_29-883
884,V_28-884,V_29-884
885,V_28-885,V_29-885
886,V_28-886,V_29-886
887,V_28-887,V_29-887
888,V_28-888,V_29-888
889,V_28-889,V_29-889
890,V_28-890,V_29-890
891,V_28-891,V_29-891
892,V_28-892,V_29-892
893,V_28-893,V_29-893
894,V_28-894,V_29-894
895,V_28-895,V_29-895
896,V_28-896,V_29-896
897,V_28-897,V_29-897
898,V_28-898,V_29-898
899,V_28-899,V_29-899
900,V_28-900,V_29-900
901,V_28-901,V_29-901
902,V_28-902,V_29-902
903,V_28-903,V_29-903
904,V_28-904,V_29-904
905,V_28-905,V_29-905
906,V_28-906,V_29-906
907,V_28-907,V_29-907
908,V_28-908,V_29-908
909,V_28-909,V_29-909
910,V_28-910,V_29-910
911,V_28-911,V_29-911
912,V_28-912,V_29-912
913,V_28-913,V_29-913
914,V_28-914,V_29-914
915,V_28-915,V_29-915
916,V_28-916,V_29-916
917,V_28-917,V_29-917
918,V_28-918,V_29-918
919,V_28-919,V_29-919
920,V_28-920,V_29-920
921,V_28-921,V_29-921
922,V_28-922,V_29-922
923,V_28-923,V_29-923
924,V_28-924,V_29-924
925,V_28-925,V_29-925
926,V_28-926,V_29-926
927,V_28-927,V_29-927
928,V_28-928,V_29-928
929,V_28-929,V_29-929
930,V_28-930,V_29-930
931,V_28-931,V_29-931
932,V_28-932,V_29-932
933,V_28-933,V_29-933
934,V_28-934,V_29-934
935,V_28-935,V_29-935
936,V_28-936,V_29-936
937,V_28-937,V_29-937
938,V_28-938,V_29-938
939,V_28-939,V_29-939
940,V_28-940,V_29-940
941,V_28-941,V_29-941
942,V_28-942,V_29-942
943,V_28-943,V_29-943
944,V_28-944,V_29-944
945,V_28-945,V_29-945
946,V_28-946,V_29-946
947,V_28-947,V_29-947
948,V_28-948,V_29-948
949,V_28-949,V_29-949
950,V_28-950,V_29-950
951,V_28-951,V_29-951
952,V_28-952,V_29-952
953,V_28-953,V_29-953
954,V_28-954,V_29-954
955,V_28-955,V_29-955
956,V_28-956,V_29-956
957,V_28-957,V_29-957
958,V_28-958,V_29-958
959,V_28-959,V_29-959
960,V_28-960,V_29-960
961,V_28-961,V_29-961
962,V_28-962,V_29-962
963,V_28-963,V_29-963
964,V_28-964,V_29-964
965,V_28-965,V_29-965
966,V_28-966,V_29-966
967,V_28-967,V_29-967
968,V_28-968,V_29-968
969,V_28-969,V_29-969
970,V_28-970,V_29-970
971,V_28-971,V_29-971
972,V_28-972,V_29-972
973,V_28-973,V_29-973
974,V_28-974,V_29-974
975,V_28-975,V_29-975
976,V_28-976,V_29-976
977,V_28-977,V_29-977
978,V_28-978,V_29-978
979,V_28-979,V_29-979
980,V_28-980,V_29-980
981,V_28-981,V_29-981
982,V_28-982,V_29-982
983,V_28-983,V_29-983
984,V_28-984,V_29-984
985,V_28-985,V_29-985
986,V_28-986,V_29-986
987,V_28-987,V_29-987
988,V_28-988,V_29-988
989,V_28-989,V_29-989
990,V_28-990,V_29-990
991,V_28-991,V_29-991
992,V_28-992,V_29-992
993,V_28-993,V_29-993
994,V_28-994,V_29-994
995,V_28-995,V_29-995
996,V_28-996,V_29-996
997,V_28-997,V_29-997
998,V_28-998,V_29-998
