ID,P19,P20
505,V_19-505,V_20-505
506,V_19-506,V_20-506
507,V_19-507,V_20-507
508,V_19-508,V_20-508
509,V_19-509,V_20-509
510,V_19-510,V_20-510
511,V_19-511,V_20-511
512,V_19-512,V_20-512
513,V_19-513,V_20-513
514,V_19-514,V_20-514
515,V_19-515,V_20-515
516,V_19-516,V_20-516
517,V_19-517,V_20-517
518,V_19-518,V_20-518
519,V_19-519,V_20-519
520,V_19-520,V_20-520
521,V_19-521,V_20-521
522,V_19-522,V_20-522
523,V_19-523,V_20-523
524,V_19-524,V_20-524
525,V_19-525,V_20-525
526,V_19-526,V_20-526
527,V_19-527,V_20-527
528,V_19-528,V_20-528
529,V_19-529,V_20-529
530,V_19-530,V_20-530
531,V_19-531,V_20-531
532,V_19-532,V_20-532
533,V_19-533,V_20-533
534,V_19-534,V_20-534
535,V_19-535,V_20-535
536,V_19-536,V_20-536
537,V_19-537,V_20-537
538,V_19-538,V_20-538
539,V_19-539,V_20-539
540,V_19-540,V_20-540
541,V_19-541,V_20-541
542,V_19-542,V_20-542
543,V_19-543,V_20-543
544,V_19-544,V_20-544
545,V_19-545,V_20-545
546,V_19-546,V_20-546
547,V_19-547,V_20-547
548,V_19-548,V_20-548
549,V_19-549,V_20-549
550,V_19-550,V_20-550
551,V_19-551,V_20-551
552,V_19-552,V_20-552
553,V_19-553,V_20-553
554,V_19-554,V_20-554
555,V_19-555,V_20-555
556,V_19-556,V_20-556
557,V_19-557,V_20-557
558,V_19-558,V_20-558
559,V_19-559,V_20-559
560,V_19-560,V_20-560
561,V_19-561,V_20-561
562,V_19-562,V_20-562
563,V_19-563,V_20-563
564,V_19-564,V_20-564
565,V_19-565,V_20-565
566,V_19-566,V_20-566
567,V_19-567,V_20-567
568,V_19-568,V_20-568
569,V_19-569,V_20-569
570,V_19-570,V_20-570
571,V_19-571,V_20-571
572,V_19-572,V_20-572
573,V_19-573,V_20-573
574,V_19-574,V_20-574
575,V_19-575,V_20-575
576,V_19-576,V_20-576
577,V_19-577,V_20-577
578,V_19-578,V_20-578
579,V_19-579,V_20-579
580,V_19-580,V_20-580
581,V_19-581,V_20-581
582,V_19-582,V_20-582
583,V_19-583,V_20-583
584,V_19-584,V_20-584
585,V_19-585,V_20-585
586,V_19-586,V_20-586
587,V_19-587,V_20-587
588,V_19-588,V_20-588
589,V_19-589,V_20-589
590,V_19-590,V_20-590
591,V_19-591,V_20-591
592,V_19-592,V_20-592
593,V_19-593,V_20-593
594,V_19-594,V_20-594
595,V_19-595,V_20-595
596,V_19-596,V_20-596
597,V_19-597,V_20-597
598,V_19-598,V_20-598
599,V_19-599,V_20-599
600,V_19-600,V_20-600
601,V_19-601,V_20-601
602,V_19-602,V_20-602
603,V_19-603,V_20-603
604,V_19-604,V_20-604
605,V_19-605,V_20-605
606,V_19-606,V_20-606
607,V_19-607,V_20-607
608,V_19-608,V_20-608
609,V_19-609,V_20-609
610,V_19-610,V_20-610
611,V_19-611,V_20-611
612,V_19-612,V_20-612
613,V_19-613,V_20-613
614,V_19-614,V_20-614
615,V_19-615,V_20-615
616,V_19-616,V_20-616
617,V_19-617,V_20-617
618,V_19-618,V_20-618
619,V_19-619,V_20-619
620,V_19-620,V_20-620
621,V_19-621,V_20-621
622,V_19-622,V_20-622
623,V_19-623,V_20-623
624,V_19-624,V_20-624
625,V_19-625,V_20-625
626,V_19-626,V_20-626
627,V_19-627,V_20-627
628,V_19-628,V_20-628
629,V_19-629,V_20-629
630,V_19-630,V_20-630
631,V_19-631,V_20-631
632,V_19-632,V_20-632
633,V_19-633,V_20-633
634,V_19-634,V_20-634
635,V_19-635,V_20-635
636,V_19-636,V_20-636
637,V_19-637,V_20-637
638,V_19-638,V_20-638
639,V_19-639,V_20-639
640,V_19-640,V_20-640
641,V_19-641,V_20-641
642,V_19-642,V_20-642
643,V_19-643,V_20-643
644,V_19-644,V_20-644
645,V_19-645,V_20-645
646,V_19-646,V_20-646
647,V_19-647,V_20-647
648,V_19-648,V_20-648
649,V_19-649,V_20-649
650,V_19-650,V_20-650
651,V_19-651,V_20-651
652,V_19-652,V_20-652
653,V_19-653,V_20-653
654,V_19-654,V_20-654
655,V_19-655,V_20-655
656,V_19-656,V_20-656
657,V_19-657,V_20-657
658,V_19-658,V_20-658
659,V_19-659,V_20-659
660,V_19-660,V_20-660
661,V_19-661,V_20-661
662,V_19-662,V_20-662
663,V_19-663,V_20-663
664,V_19-664,V_20-664
665,V_19-665,V_20-665
666,V_19-666,V_20-666
667,V_19-667,V_20-667
668,V_19-668,V_20-668
669,V_19-669,V_20-669
670,V_19-670,V_20-670
671,V_19-671,V_20-671
672,V_19-672,V_20-672
673,V_19-673,V_20-673
674,V_19-674,V_20-674
675,V_19-675,V_20-675
676,V_19-676,V_20-676
677,V_19-677,V_20-677
678,V_19-678,V_20-678
679,V_19-679,V_20-679
680,V_19-680,V_20-680
681,V_19-681,V_20-681
682,V_19-682,V_20-682
683,V_19-683,V_20-683
684,V_19-684,V_20-684
685,V_19-685,V_20-685
686,V_19-686,V_20-686
687,V_19-687,V_20-687
688,V_19-688,V_20-688
689,V_19-689,V_20-689
690,V_19-690,V_20-690
691,V_19-691,V_20-691
692,V_19-692,V_20-692
693,V_19-693,V_20-693
694,V_19-694,V_20-694
695,V_19-695,V_20-695
696,V_19-696,V_20-696
697,V_19-697,V_20-697
698,V_19-698,V_20-698
699,V_19-699,V_20-699
700,V_19-700,V_20-700
701,V_19-701,V_20-701
702,V_19-702,V_20-702
703,V_19-703,V_20-703
704,V_19-704,V_20-704
705,V_19-705,V_20-705
706,V_19-706,V_20-706
707,V_19-707,V_20-707
708,V_19-708,V_20-708
709,V_19-709,V_20-709
710,V_19-710,V_20-710
711,V_19-711,V_20-711
712,V_19-712,V_20-712
713,V_19-713,V_20-713
714,V_19-714,V_20-714
715,V_19-715,V_20-715
716,V_19-716,V_20-716
717,V_19-717,V_20-717
718,V_19-718,V_20-718
719,V_19-719,V_20-719
720,V_19-720,V_20-720
721,V_19-721,V_20-721
722,V_19-722,V_20-722
723,V_19-723,V_20-723
724,V_19-724,V_20-724
725,V_19-725,V_20-725
726,V_19-726,V_20-726
727,V_19-727,V_20-727
728,V_19-728,V_20-728
729,V_19-729,V_20-729
730,V_19-730,V_20-730
731,V_19-731,V_20-731
732,V_19-732,V_20-732
733,V_19-733,V_20-733
734,V_19-734,V_20-734
735,V_19-735,V_20-735
736,V_19-736,V_20-736
737,V_19-737,V_20-737
738,V_19-738,V_20-738
739,V_19-739,V_20-739
740,V_19-740,V_20-740
741,V_19-741,V_20-741
742,V_19-742,V_20-742
743,V_19-743,V_20-743
744,V_19-744,V_20-744
745,V_19-745,V_20-745
746,V_19-746,V_20-746
747,V_19-747,V_20-747
748,V_19-748,V_20-748
749,V_19-749,V_20-749
750,V_19-750,V_20-750
751,V_19-751,V_20-751
752,V_19-752,V_20-752
753,V_19-753,V_20-753
754,V_19-754,V_20-754
755,V_19-755,V_20-755
756,V_19-756,V_20-756
757,V_19-757,V_20-757
758,V_19-758,V_20-758
759,V_19-759,V_20-759
760,V_19-760,V_20-760
761,V_19-761,V_20-761
762,V_19-762,V_20-762
763,V_19-763,V_20-763
764,V_19-764,V_20-764
765,V_19-765,V_20-765
766,V_19-766,V_20-766
767,V_19-767,V_20-767
768,V_19-768,V_20-768
769,V_19-769,V_20-769
770,V_19-770,V_20-770
771,V_19-771,V_20-771
772,V_19-772,V_20-772
773,V_19-773,V_20-773
774,V_19-774,V_20-774
775,V_19-775,V_20-775
776,V_19-776,V_20-776
777,V_19-777,V_20-777
778,V_19-778,V_20-778
779,V_19-779,V_20-779
780,V_19-780,V_20-780
781,V_19-781,V_20-781
782,V_19-782,V_20-782
783,V_19-783,V_20-783
784,V_19-784,V_20-784
785,V_19-785,V_20-785
786,V_19-786,V_20-786
787,V_19-787,V_20-787
788,V_19-788,V_20-788
789,V_19-789,V_20-789
790,V_19-790,V_20-790
791,V_19-791,V_20-791
792,V_19-792,V_20-792
793,V_19-793,V_20-793
794,V_19-794,V_20-794
795,V_19-795,V_20-795
796,V_19-796,V_20-796
797,V_19-797,V_20-797
798,V_19-798,V_20-798
799,V_19-799,V_20-799
800,V_19-800,V_20-800
801,V_19-801,V_20-801
802,V_19-802,V_20-802
803,V_19-803,V_20-803
804,V_19-804,V_20-804
805,V_19-805,V_20-805
806,V_19-806,V_20-806
807,V_19-807,V_20-807
808,V_19-808,V_20-808
809,V_19-809,V_20-809
810,V_19-810,V_20-810
811,V_19-811,V_20-811
812,V_19-812,V_20-812
813,V_19-813,V_20-813
814,V_19-814,V_20-814
815,V_19-815,V_20-815
816,V_19-816,V_20-816
817,V_19-817,V_20-817
818,V_19-818,V_20-818
819,V_19-819,V_20-819
820,V_19-820,V_20-820
821,V_19-821,V_20-821
822,V_19-822,V_20-822
823,V_19-823,V_20-823
824,V_19-824,V_20-824
825,V_19-825,V_20-825
826,V_19-826,V_20-826
827,V_19-827,V_20-827
828,V_19-828,V_20-828
829,V_19-829,V_20-829
830,V_19-830,V_20-830
831,V_19-831,V_20-831
832,V_19-832,V_20-832
833,V_19-833,V_20-833
834,V_19-834,V_20-834
835,V_19-835,V_20-835
836,V_19-836,V_20-836
837,V_19-837,V_20-837
838,V_19-838,V_20-838
839,V_19-839,V_20-839
840,V_19-840,V_20-840
841,V_19-841,V_20-841
842,V_19-842,V_20-842
843,V_19-843,V_20-843
844,V_19-844,V_20-844
845,V_19-845,V_20-845
846,V_19-846,V_20-846
847,V_19-847,V_20-847
848,V_19-848,V_20-848
849,V_19-849,V_20-849
850,V_19-850,V_20-850
851,V_19-851,V_20-851
852,V_19-852,V_20-852
853,V_19-853,V_20-853
854,V_19-854,V_20-854
855,V_19-855,V_20-855
856,V_19-856,V_20-856
857,V_19-857,V_20-857
858,V_19-858,V_20-858
859,V_19-859,V_20-859
860,V_19-860,V_20-860
861,V_19-861,V_20-861
862,V_19-862,V_20-862
863,V_19-863,V_20-863
864,V_19-864,V_20-864
865,V_19-865,V_20-865
866,V_19-866,V_20-866
867,V_19-867,V_20-867
868,V_19-868,V_20-868
869,V_19-869,V_20-869
870,V_19-870,V_20-870
871,V_19-871,V_20-871
872,V_19-872,V_20-872
873,V_19-873,V_20-873
874,V_19-874,V_20-874
875,V_19-875,V_20-875
876,V_19-876,V_20-876
877,V_19-877,V_20-877
878,V_19-878,V_20-878
879,V_19-879,V_20-879
880,V_19-880,V_20-880
881,V_19-881,V_20-881
882,V_19-882,V_20-882
883,V_19-883,V_20-883
884,V_19-884,V_20-884
885,V_19-885,V_20-885
886,V_19-886,V_20-886
887,V_19-887,V_20-887
888,V_19-888,V_20-888
889,V_19-889,V_20-889
890,V_19-890,V_20-890
891,V_19-891,V_20-891
892,V_19-892,V_20-892
893,V_19-893,V_20-893
894,V_19-894,V_20-894
895,V_19-895,V_20-895
896,V_19-896,V_20-896
897,V_19-897,V_20-897
898,V_19-898,V_20-898
899,V_19-899,V_20-899
900,V_19-900,V_20-900
901,V_19-901,V_20-901
902,V_19-902,V_20-902
903,V_19-903,V_20-903
904,V_19-904,V_20-904
905,V_19-905,V_20-905
906,V_19-906,V_20-906
907,V_19-907,V_20-907
908,V_19-908,V_20-908
909,V_19-909,V_20-909
910,V_19-910,V_20-910
911,V_19-911,V_20-911
912,V_19-912,V_20-912
913,V_19-913,V_20-913
914,V_19-914,V_20-914
915,V_19-915,V_20-915
916,V_19-916,V_20-916
917,V_19-917,V_20-917
918,V_19-918,V_20-918
919,V_19-919,V_20-919
920,V_19-920,V_20-920
921,V_19-921,V_20-921
922,V_19-922,V_20-922
923,V_19-923,V_20-923
924,V_19-924,V_20-924
925,V_19-925,V_20-925
926,V_19-926,V_20-926
927,V_19-927,V_20-927
928,V_19-928,V_20-928
929,V_19-929,V_20-929
930,V_19-930,V_20-930
931,V_19-931,V_20-931
932,V_19-932,V_20-932
933,V_19-933,V_20-933
934,V_19-934,V_20-934
935,V_19-935,V_20-935
936,V_19-936,V_20-936
937,V_19-937,V_20-937
938,V_19-938,V_20-938
939,V_19-939,V_20-939
940,V_19-940,V_20-940
941,V_19-941,V_20-941
942,V_19-942,V_20-942
943,V_19-943,V_20-943
944,V_19-944,V_20-944
945,V_19-945,V_20-945
946,V_19-946,V_20-946
947,V_19-947,V_20-947
948,V_19-948,V_20-948
949,V_19-949,V_20-949
950,V_19-950,V_20-950
951,V_19-951,V_20-951
952,V_19-952,V_20-952
953,V_19-953,V_20-953
954,V_19-954,V_20-954
955,V_19-955,V_20-955
956,V_19-956,V_20-956
957,V_19-957,V_20-957
958,V_19-958,V_20-958
959,V_19-959,V_20-959
960,V_19-960,V_20-960
961,V_19-961,V_20-961
962,V_19-962,V_20-962
963,V_19-963,V_20-963
964,V_19-964,V_20-964
965,V_19-965,V_20-965
966,V_19-966,V_20-966
967,V_19-967,V_20-967
968,V_19-968,V_20-968
969,V_19-969,V_20-969
970,V_19-970,V_20-970
971,V_19-971,V_20-971
972,V_19-972,V_20-972
973,V_19-973,V_20-973
974,V_19-974,V_20-974
975,V_19-975,V_20-975
976,V_19-976,V_20-976
977,V_19-977,V_20-977
978,V_19-978,V_20-978
979,V_19-979,V_20-979
980,V_19-980,V_20-980
981,V_19-981,V_20-981
982,V_19-982,V_20-982
983,V_19-983,V_20-983
984,V_19-984,V_20-984
985,V_19-985,V_20-985
986,V_19-986,V_20-986
987,V_19-987,V_20-987
988,V_19-988,V_20-988
989,V_19-989,V_20-989
990,V_19-990,V_20-990
991,V_19-991,V_20-991
992,V_19-992,V_20-992
993,V_19-993,V_20-993
994,V_19-994,V_20-994
995,V_19-995,V_20-995
996,V_19-996,V_20-996
997,V_19-997,V_20-997
998,V_19-998,V_20-998
