ID,P17,P18
213,V_17-213,V_18-213
214,V_17-214,V_18-214
215,V_17-215,V_18-215
216,V_17-216,V_18-216
217,V_17-217,V_18-217
218,V_17-218,V_18-218
219,V_17-219,V_18-219
220,V_17-220,V_18-220
221,V_17-221,V_18-221
222,V_17-222,V_18-222
223,V_17-223,V_18-223
224,V_17-224,V_18-224
225,V_17-225,V_18-225
226,V_17-226,V_18-226
227,V_17-227,V_18-227
228,V_17-228,V_18-228
229,V_17-229,V_18-229
230,V_17-230,V_18-230
231,V_17-231,V_18-231
232,V_17-232,V_18-232
233,V_17-233,V_18-233
234,V_17-234,V_18-234
235,V_17-235,V_18-235
236,V_17-236,V_18-236
237,V_17-237,V_18-237
238,V_17-238,V_18-238
239,V_17-239,V_18-239
240,V_17-240,V_18-240
241,V_17-241,V_18-241
242,V_17-242,V_18-242
243,V_17-243,V_18-243
244,V_17-244,V_18-244
245,V_17-245,V_18-245
246,V_17-246,V_18-246
247,V_17-247,V_18-247
248,V_17-248,V_18-248
249,V_17-249,V_18-249
250,V_17-250,V_18-250
251,V_17-251,V_18-251
252,V_17-252,V_18-252
253,V_17-253,V_18-253
254,V_17-254,V_18-254
255,V_17-255,V_18-255
256,V_17-256,V_18-256
257,V_17-257,V_18-257
258,V_17-258,V_18-258
259,V_17-259,V_18-259
260,V_17-260,V_18-260
261,V_17-261,V_18-261
262,V_17-262,V_18-262
263,V_17-263,V_18-263
264,V_17-264,V_18-264
265,V_17-265,V_18-265
266,V_17-266,V_18-266
267,V_17-267,V_18-267
268,V_17-268,V_18-268
269,V_17-269,V_18-269
270,V_17-270,V_18-270
271,V_17-271,V_18-271
272,V_17-272,V_18-272
273,V_17-273,V_18-273
274,V_17-274,V_18-274
275,V_17-275,V_18-275
276,V_17-276,V_18-276
277,V_17-277,V_18-277
278,V_17-278,V_18-278
279,V_17-279,V_18-279
280,V_17-280,V_18-280
281,V_17-281,V_18-281
282,V_17-282,V_18-282
283,V_17-283,V_18-283
284,V_17-284,V_18-284
285,V_17-285,V_18-285
286,V_17-286,V_18-286
287,V_17-287,V_18-287
288,V_17-288,V_18-288
289,V_17-289,V_18-289
290,V_17-290,V_18-290
291,V_17-291,V_18-291
292,V_17-292,V_18-292
293,V_17-293,V_18-293
294,V_17-294,V_18-294
295,V_17-295,V_18-295
296,V_17-296,V_18-296
297,V_17-297,V_18-297
298,V_17-298,V_18-298
299,V_17-299,V_18-299
300,V_17-300,V_18-300
301,V_17-301,V_18-301
302,V_17-302,V_18-302
303,V_17-303,V_18-303
304,V_17-304,V_18-304
305,V_17-305,V_18-305
306,V_17-306,V_18-306
307,V_17-307,V_18-307
308,V_17-308,V_18-308
309,V_17-309,V_18-309
310,V_17-310,V_18-310
311,V_17-311,V_18-311
312,V_17-312,V_18-312
313,V_17-313,V_18-313
314,V_17-314,V_18-314
315,V_17-315,V_18-315
316,V_17-316,V_18-316
317,V_17-317,V_18-317
318,V_17-318,V_18-318
319,V_17-319,V_18-319
320,V_17-320,V_18-320
321,V_17-321,V_18-321
322,V_17-322,V_18-322
323,V_17-323,V_18-323
324,V_17-324,V_18-324
325,V_17-325,V_18-325
326,V_17-326,V_18-326
327,V_17-327,V_18-327
328,V_17-328,V_18-328
329,V_17-329,V_18-329
330,V_17-330,V_18-330
331,V_17-331,V_18-331
332,V_17-332,V_18-332
333,V_17-333,V_18-333
334,V_17-334,V_18-334
335,V_17-335,V_18-335
336,V_17-336,V_18-336
337,V_17-337,V_18-337
338,V_17-338,V_18-338
339,V_17-339,V_18-339
340,V_17-340,V_18-340
341,V_17-341,V_18-341
342,V_17-342,V_18-342
343,V_17-343,V_18-343
344,V_17-344,V_18-344
345,V_17-345,V_18-345
346,V_17-346,V_18-346
347,V_17-347,V_18-347
348,V_17-348,V_18-348
349,V_17-349,V_18-349
350,V_17-350,V_18-350
351,V_17-351,V_18-351
352,V_17-352,V_18-352
353,V_17-353,V_18-353
354,V_17-354,V_18-354
355,V_17-355,V_18-355
356,V_17-356,V_18-356
357,V_17-357,V_18-357
358,V_17-358,V_18-358
359,V_17-359,V_18-359
360,V_17-360,V_18-360
361,V_17-361,V_18-361
362,V_17-362,V_18-362
363,V_17-363,V_18-363
364,V_17-364,V_18-364
365,V_17-365,V_18-365
366,V_17-366,V_18-366
367,V_17-367,V_18-367
368,V_17-368,V_18-368
369,V_17-369,V_18-369
370,V_17-370,V_18-370
371,V_17-371,V_18-371
372,V_17-372,V_18-372
373,V_17-373,V_18-373
374,V_17-374,V_18-374
375,V_17-375,V_18-375
376,V_17-376,V_18-376
377,V_17-377,V_18-377
378,V_17-378,V_18-378
379,V_17-379,V_18-379
380,V_17-380,V_18-380
381,V_17-381,V_18-381
382,V_17-382,V_18-382
383,V_17-383,V_18-383
384,V_17-384,V_18-384
385,V_17-385,V_18-385
386,V_17-386,V_18-386
387,V_17-387,V_18-387
388,V_17-388,V_18-388
389,V_17-389,V_18-389
390,V_17-390,V_18-390
391,V_17-391,V_18-391
392,V_17-392,V_18-392
393,V_17-393,V_18-393
394,V_17-394,V_18-394
395,V_17-395,V_18-395
396,V_17-396,V_18-396
397,V_17-397,V_18-397
398,V_17-398,V_18-398
399,V_17-399,V_18-399
400,V_17-400,V_18-400
401,V_17-401,V_18-401
402,V_17-402,V_18-402
403,V_17-403,V_18-403
404,V_17-404,V_18-404
405,V_17-405,V_18-405
406,V_17-406,V_18-406
407,V_17-407,V_18-407
408,V_17-408,V_18-408
409,V_17-409,V_18-409
410,V_17-410,V_18-410
411,V_17-411,V_18-411
412,V_17-412,V_18-412
413,V_17-413,V_18-413
414,V_17-414,V_18-414
415,V_17-415,V_18-415
416,V_17-416,V_18-416
417,V_17-417,V_18-417
418,V_17-418,V_18-418
419,V_17-419,V_18-419
420,V_17-420,V_18-420
421,V_17-421,V_18-421
422,V_17-422,V_18-422
423,V_17-423,V_18-423
424,V_17-424,V_18-424
425,V_17-425,V_18-425
426,V_17-426,V_18-426
427,V_17-427,V_18-427
428,V_17-428,V_18-428
429,V_17-429,V_18-429
430,V_17-430,V_18-430
431,V_17-431,V_18-431
432,V_17-432,V_18-432
433,V_17-433,V_18-433
434,V_17-434,V_18-434
435,V_17-435,V_18-435
436,V_17-436,V_18-436
437,V_17-437,V_18-437
438,V_17-438,V_18-438
439,V_17-439,V_18-439
440,V_17-440,V_18-440
441,V_17-441,V_18-441
442,V_17-442,V_18-442
443,V_17-443,V_18-443
444,V_17-444,V_18-444
445,V_17-445,V_18-445
446,V_17-446,V_18-446
447,V_17-447,V_18-447
448,V_17-448,V_18-448
449,V_17-449,V_18-449
450,V_17-450,V_18-450
451,V_17-451,V_18-451
452,V_17-452,V_18-452
453,V_17-453,V_18-453
454,V_17-454,V_18-454
455,V_17-455,V_18-455
456,V_17-456,V_18-456
457,V_17-457,V_18-457
458,V_17-458,V_18-458
459,V_17-459,V_18-459
460,V_17-460,V_18-460
461,V_17-461,V_18-461
462,V_17-462,V_18-462
463,V_17-463,V_18-463
464,V_17-464,V_18-464
465,V_17-465,V_18-465
466,V_17-466,V_18-466
467,V_17-467,V_18-467
468,V_17-468,V_18-468
469,V_17-469,V_18-469
470,V_17-470,V_18-470
471,V_17-471,V_18-471
472,V_17-472,V_18-472
473,V_17-473,V_18-473
474,V_17-474,V_18-474
475,V_17-475,V_18-475
476,V_17-476,V_18-476
477,V_17-477,V_18-477
478,V_17-478,V_18-478
479,V_17-479,V_18-479
480,V_17-480,V_18-480
481,V_17-481,V_18-481
482,V_17-482,V_18-482
483,V_17-483,V_18-483
484,V_17-484,V_18-484
485,V_17-485,V_18-485
486,V_17-486,V_18-486
487,V_17-487,V_18-487
488,V_17-488,V_18-488
489,V_17-489,V_18-489
490,V_17-490,V_18-490
491,V_17-491,V_18-491
492,V_17-492,V_18-492
493,V_17-493,V_18-493
494,V_17-494,V_18-494
495,V_17-495,V_18-495
496,V_17-496,V_18-496
497,V_17-497,V_18-497
498,V_17-498,V_18-498
499,V_17-499,V_18-499
500,V_17-500,V_18-500
501,V_17-501,V_18-501
502,V_17-502,V_18-502
503,V_17-503,V_18-503
504,V_17-504,V_18-504
505,V_17-505,V_18-505
506,V_17-506,V_18-506
507,V_17-507,V_18-507
508,V_17-508,V_18-508
509,V_17-509,V_18-509
510,V_17-510,V_18-510
511,V_17-511,V_18-511
512,V_17-512,V_18-512
513,V_17-513,V_18-513
514,V_17-514,V_18-514
515,V_17-515,V_18-515
516,V_17-516,V_18-516
517,V_17-517,V_18-517
518,V_17-518,V_18-518
519,V_17-519,V_18-519
520,V_17-520,V_18-520
521,V_17-521,V_18-521
522,V_17-522,V_18-522
523,V_17-523,V_18-523
524,V_17-524,V_18-524
525,V_17-525,V_18-525
526,V_17-526,V_18-526
527,V_17-527,V_18-527
528,V_17-528,V_18-528
529,V_17-529,V_18-529
530,V_17-530,V_18-530
531,V_17-531,V_18-531
532,V_17-532,V_18-532
533,V_17-533,V_18-533
534,V_17-534,V_18-534
535,V_17-535,V_18-535
536,V_17-536,V_18-536
537,V_17-537,V_18-537
538,V_17-538,V_18-538
539,V_17-539,V_18-539
540,V_17-540,V_18-540
541,V_17-541,V_18-541
542,V_17-542,V_18-542
543,V_17-543,V_18-543
544,V_17-544,V_18-544
545,V_17-545,V_18-545
546,V_17-546,V_18-546
547,V_17-547,V_18-547
548,V_17-548,V_18-548
549,V_17-549,V_18-549
550,V_17-550,V_18-550
551,V_17-551,V_18-551
552,V_17-552,V_18-552
553,V_17-553,V_18-553
554,V_17-554,V_18-554
555,V_17-555,V_18-555
556,V_17-556,V_18-556
557,V_17-557,V_18-557
558,V_17-558,V_18-558
559,V_17-559,V_18-559
560,V_17-560,V_18-560
561,V_17-561,V_18-561
562,V_17-562,V_18-562
563,V_17-563,V_18-563
564,V_17-564,V_18-564
565,V_17-565,V_18-565
566,V_17-566,V_18-566
567,V_17-567,V_18-567
568,V_17-568,V_18-568
569,V_17-569,V_18-569
570,V_17-570,V_18-570
571,V_17-571,V_18-571
572,V_17-572,V_18-572
573,V_17-573,V_18-573
574,V_17-574,V_18-574
575,V_17-575,V_18-575
576,V_17-576,V_18-576
577,V_17-577,V_18-577
578,V_17-578,V_18-578
579,V_17-579,V_18-579
580,V_17-580,V_18-580
581,V_17-581,V_18-581
582,V_17-582,V_18-582
583,V_17-583,V_18-583
584,V_17-584,V_18-584
585,V_17-585,V_18-585
586,V_17-586,V_18-586
587,V_17-587,V_18-587
588,V_17-588,V_18-588
589,V_17-589,V_18-589
590,V_17-590,V_18-590
591,V_17-591,V_18-591
592,V_17-592,V_18-592
593,V_17-593,V_18-593
594,V_17-594,V_18-594
595,V_17-595,V_18-595
596,V_17-596,V_18-596
597,V_17-597,V_18-597
598,V_17-598,V_18-598
599,V_17-599,V_18-599
600,V_17-600,V_18-600
601,V_17-601,V_18-601
602,V_17-602,V_18-602
603,V_17-603,V_18-603
604,V_17-604,V_18-604
605,V_17-605,V_18-605
606,V_17-606,V_18-606
607,V_17-607,V_18-607
608,V_17-608,V_18-608
609,V_17-609,V_18-609
610,V_17-610,V_18-610
611,V_17-611,V_18-611
612,V_17-612,V_18-612
613,V_17-613,V_18-613
614,V_17-614,V_18-614
615,V_17-615,V_18-615
616,V_17-616,V_18-616
617,V_17-617,V_18-617
618,V_17-618,V_18-618
619,V_17-619,V_18-619
620,V_17-620,V_18-620
621,V_17-621,V_18-621
622,V_17-622,V_18-622
623,V_17-623,V_18-623
624,V_17-624,V_18-624
625,V_17-625,V_18-625
626,V_17-626,V_18-626
627,V_17-627,V_18-627
628,V_17-628,V_18-628
629,V_17-629,V_18-629
630,V_17-630,V_18-630
631,V_17-631,V_18-631
632,V_17-632,V_18-632
633,V_17-633,V_18-633
634,V_17-634,V_18-634
635,V_17-635,V_18-635
636,V_17-636,V_18-636
637,V_17-637,V_18-637
638,V_17-638,V_18-638
639,V_17-639,V_18-639
640,V_17-640,V_18-640
641,V_17-641,V_18-641
642,V_17-642,V_18-642
643,V_17-643,V_18-643
644,V_17-644,V_18-644
645,V_17-645,V_18-645
646,V_17-646,V_18-646
647,V_17-647,V_18-647
648,V_17-648,V_18-648
649,V_17-649,V_18-649
650,V_17-650,V_18-650
651,V_17-651,V_18-651
652,V_17-652,V_18-652
653,V_17-653,V_18-653
654,V_17-654,V_18-654
655,V_17-655,V_18-655
656,V_17-656,V_18-656
657,V_17-657,V_18-657
658,V_17-658,V_18-658
659,V_17-659,V_18-659
660,V_17-660,V_18-660
661,V_17-661,V_18-661
662,V_17-662,V_18-662
663,V_17-663,V_18-663
664,V_17-664,V_18-664
665,V_17-665,V_18-665
666,V_17-666,V_18-666
667,V_17-667,V_18-667
668,V_17-668,V_18-668
669,V_17-669,V_18-669
670,V_17-670,V_18-670
671,V_17-671,V_18-671
672,V_17-672,V_18-672
673,V_17-673,V_18-673
674,V_17-674,V_18-674
675,V_17-675,V_18-675
676,V_17-676,V_18-676
677,V_17-677,V_18-677
678,V_17-678,V_18-678
679,V_17-679,V_18-679
680,V_17-680,V_18-680
681,V_17-681,V_18-681
682,V_17-682,V_18-682
683,V_17-683,V_18-683
684,V_17-684,V_18-684
685,V_17-685,V_18-685
686,V_17-686,V_18-686
687,V_17-687,V_18-687
688,V_17-688,V_18-688
689,V_17-689,V_18-689
690,V_17-690,V_18-690
691,V_17-691,V_18-691
692,V_17-692,V_18-692
693,V_17-693,V_18-693
694,V_17-694,V_18-694
695,V_17-695,V_18-695
696,V_17-696,V_18-696
697,V_17-697,V_18-697
698,V_17-698,V_18-698
699,V_17-699,V_18-699
700,V_17-700,V_18-700
701,V_17-701,V_18-701
702,V_17-702,V_18-702
703,V_17-703,V_18-703
704,V_17-704,V_18-704
705,V_17-705,V_18-705
706,V_17-706,V_18-706
707,V_17-707,V_18-707
708,V_17-708,V_18-708
709,V_17-709,V_18-709
710,V_17-710,V_18-710
711,V_17-711,V_18-711
712,V_17-712,V_18-712
713,V_17-713,V_18-713
714,V_17-714,V_18-714
715,V_17-715,V_18-715
716,V_17-716,V_18-716
717,V_17-717,V_18-717
718,V_17-718,V_18-718
719,V_17-719,V_18-719
720,V_17-720,V_18-720
721,V_17-721,V_18-721
722,V_17-722,V_18-722
723,V_17-723,V_18-723
724,V_17-724,V_18-724
725,V_17-725,V_18-725
726,V_17-726,V_18-726
727,V_17-727,V_18-727
728,V_17-728,V_18-728
729,V_17-729,V_18-729
730,V_17-730,V_18-730
731,V_17-731,V_18-731
732,V_17-732,V_18-732
733,V_17-733,V_18-733
734,V_17-734,V_18-734
735,V_17-735,V_18-735
736,V_17-736,V_18-736
737,V_17-737,V_18-737
738,V_17-738,V_18-738
739,V_17-739,V_18-739
740,V_17-740,V_18-740
741,V_17-741,V_18-741
742,V_17-742,V_18-742
743,V_17-743,V_18-743
744,V_17-744,V_18-744
745,V_17-745,V_18-745
746,V_17-746,V_18-746
747,V_17-747,V_18-747
748,V_17-748,V_18-748
749,V_17-749,V_18-749
750,V_17-750,V_18-750
751,V_17-751,V_18-751
752,V_17-752,V_18-752
753,V_17-753,V_18-753
754,V_17-754,V_18-754
755,V_17-755,V_18-755
756,V_17-756,V_18-756
757,V_17-757,V_18-757
758,V_17-758,V_18-758
759,V_17-759,V_18-759
760,V_17-760,V_18-760
761,V_17-761,V_18-761
762,V_17-762,V_18-762
763,V_17-763,V_18-763
764,V_17-764,V_18-764
765,V_17-765,V_18-765
766,V_17-766,V_18-766
767,V_17-767,V_18-767
768,V_17-768,V_18-768
769,V_17-769,V_18-769
770,V_17-770,V_18-770
771,V_17-771,V_18-771
772,V_17-772,V_18-772
773,V_17-773,V_18-773
774,V_17-774,V_18-774
775,V_17-775,V_18-775
776,V_17-776,V_18-776
777,V_17-777,V_18-777
778,V_17-778,V_18-778
779,V_17-779,V_18-779
780,V_17-780,V_18-780
781,V_17-781,V_18-781
782,V_17-782,V_18-782
783,V_17-783,V_18-783
784,V_17-784,V_18-784
785,V_17-785,V_18-785
786,V_17-786,V_18-786
787,V_17-787,V_18-787
788,V_17-788,V_18-788
789,V_17-789,V_18-789
790,V_17-790,V_18-790
791,V_17-791,V_18-791
792,V_17-792,V_18-792
793,V_17-793,V_18-793
794,V_17-794,V_18-794
795,V_17-795,V_18-795
796,V_17-796,V_18-796
797,V_17-797,V_18-797
798,V_17-798,V_18-798
799,V_17-799,V_18-799
800,V_17-800,V_18-800
801,V_17-801,V_18-801
802,V_17-802,V_18-802
803,V_17-803,V_18-803
804,V_17-804,V_18-804
805,V_17-805,V_18-805
806,V_17-806,V_18-806
807,V_17-807,V_18-807
808,V_17-808,V_18-808
809,V_17-809,V_18-809
810,V_17-810,V_18-810
811,V_17-811,V_18-811
812,V_17-812,V_18-812
813,V_17-813,V_18-813
814,V_17-814,V_18-814
815,V_17-815,V_18-815
816,V_17-816,V_18-816
817,V_17-817,V_18-817
818,V_17-818,V_18-818
819,V_17-819,V_18-819
820,V_17-820,V_18-820
821,V_17-821,V_18-821
822,V_17-822,V_18-822
823,V_17-823,V_18-823
824,V_17-824,V_18-824
825,V_17-825,V_18-825
826,V_17-826,V_18-826
827,V_17-827,V_18-827
828,V_17-828,V_18-828
829,V_17-829,V_18-829
830,V_17-830,V_18-830
831,V_17-831,V_18-831
832,V_17-832,V_18-832
833,V_17-833,V_18-833
834,V_17-834,V_18-834
835,V_17-835,V_18-835
836,V_17-836,V_18-836
837,V_17-837,V_18-837
838,V_17-838,V_18-838
839,V_17-839,V_18-839
840,V_17-840,V_18-840
841,V_17-841,V_18-841
842,V_17-842,V_18-842
843,V_17-843,V_18-843
844,V_17-844,V_18-844
845,V_17-845,V_18-845
846,V_17-846,V_18-846
847,V_17-847,V_18-847
848,V_17-848,V_18-848
849,V_17-849,V_18-849
850,V_17-850,V_18-850
851,V_17-851,V_18-851
852,V_17-852,V_18-852
853,V_17-853,V_18-853
854,V_17-854,V_18-854
855,V_17-855,V_18-855
856,V_17-856,V_18-856
857,V_17-857,V_18-857
858,V_17-858,V_18-858
859,V_17-859,V_18-859
860,V_17-860,V_18-860
861,V_17-861,V_18-861
862,V_17-862,V_18-862
863,V_17-863,V_18-863
864,V_17-864,V_18-864
865,V_17-865,V_18-865
866,V_17-866,V_18-866
867,V_17-867,V_18-867
868,V_17-868,V_18-868
869,V_17-869,V_18-869
870,V_17-870,V_18-870
871,V_17-871,V_18-871
872,V_17-872,V_18-872
873,V_17-873,V_18-873
874,V_17-874,V_18-874
875,V_17-875,V_18-875
876,V_17-876,V_18-876
877,V_17-877,V_18-877
878,V_17-878,V_18-878
879,V_17-879,V_18-879
880,V_17-880,V_18-880
881,V_17-881,V_18-881
882,V_17-882,V_18-882
883,V_17-883,V_18-883
884,V_17-884,V_18-884
885,V_17-885,V_18-885
886,V_17-886,V_18-886
887,V_17-887,V_18-887
888,V_17-888,V_18-888
889,V_17-889,V_18-889
890,V_17-890,V_18-890
891,V_17-891,V_18-891
892,V_17-892,V_18-892
893,V_17-893,V_18-893
894,V_17-894,V_18-894
895,V_17-895,V_18-895
896,V_17-896,V_18-896
897,V_17-897,V_18-897
898,V_17-898,V_18-898
899,V_17-899,V_18-899
900,V_17-900,V_18-900
901,V_17-901,V_18-901
902,V_17-902,V_18-902
903,V_17-903,V_18-903
904,V_17-904,V_18-904
905,V_17-905,V_18-905
906,V_17-906,V_18-906
907,V_17-907,V_18-907
908,V_17-908,V_18-908
909,V_17-909,V_18-909
910,V_17-910,V_18-910
911,V_17-911,V_18-911
912,V_17-912,V_18-912
913,V_17-913,V_18-913
914,V_17-914,V_18-914
915,V_17-915,V_18-915
916,V_17-916,V_18-916
917,V_17-917,V_18-917
918,V_17-918,V_18-918
919,V_17-919,V_18-919
920,V_17-920,V_18-920
921,V_17-921,V_18-921
922,V_17-922,V_18-922
923,V_17-923,V_18-923
924,V_17-924,V_18-924
925,V_17-925,V_18-925
926,V_17-926,V_18-926
927,V_17-927,V_18-927
928,V_17-928,V_18-928
929,V_17-929,V_18-929
930,V_17-930,V_18-930
931,V_17-931,V_18-931
932,V_17-932,V_18-932
933,V_17-933,V_18-933
934,V_17-934,V_18-934
935,V_17-935,V_18-935
936,V_17-936,V_18-936
937,V_17-937,V_18-937
938,V_17-938,V_18-938
939,V_17-939,V_18-939
940,V_17-940,V_18-940
941,V_17-941,V_18-941
942,V_17-942,V_18-942
943,V_17-943,V_18-943
944,V_17-944,V_18-944
945,V_17-945,V_18-945
946,V_17-946,V_18-946
947,V_17-947,V_18-947
948,V_17-948,V_18-948
949,V_17-949,V_18-949
950,V_17-950,V_18-950
951,V_17-951,V_18-951
952,V_17-952,V_18-952
953,V_17-953,V_18-953
954,V_17-954,V_18-954
955,V_17-955,V_18-955
956,V_17-956,V_18-956
957,V_17-957,V_18-957
958,V_17-958,V_18-958
959,V_17-959,V_18-959
960,V_17-960,V_18-960
961,V_17-961,V_18-961
962,V_17-962,V_18-962
963,V_17-963,V_18-963
964,V_17-964,V_18-964
965,V_17-965,V_18-965
966,V_17-966,V_18-966
967,V_17-967,V_18-967
968,V_17-968,V_18-968
969,V_17-969,V_18-969
970,V_17-970,V_18-970
971,V_17-971,V_18-971
972,V_17-972,V_18-972
973,V_17-973,V_18-973
974,V_17-974,V_18-974
975,V_17-975,V_18-975
976,V_17-976,V_18-976
977,V_17-977,V_18-977
978,V_17-978,V_18-978
979,V_17-979,V_18-979
980,V_17-980,V_18-980
981,V_17-981,V_18-981
982,V_17-982,V_18-982
983,V_17-983,V_18-983
984,V_17-984,V_18-984
985,V_17-985,V_18-985
986,V_17-986,V_18-986
987,V_17-987,V_18-987
988,V_17-988,V_18-988
989,V_17-989,V_18-989
990,V_17-990,V_18-990
991,V_17-991,V_18-991
992,V_17-992,V_18-992
993,V_17-993,V_18-993
994,V_17-994,V_18-994
995,V_17-995,V_18-995
996,V_17-996,V_18-996
997,V_17-997,V_18-997
998,V_17-998,V_18-998
